,Date,Open,High,Low,Close,Volume,Change
0,2021-12-02,13300,17250,13300,17250,329183,
1,2021-12-03,22400,22400,18000,18000,2405540,0.04347826086956519
2,2021-12-06,17450,18600,15550,15850,519826,-0.11944444444444446
3,2021-12-07,15500,18350,15000,15200,952264,-0.04100946372239744
4,2021-12-08,17500,19750,16050,19750,1479537,0.29934210526315796
5,2021-12-09,21000,25650,21000,25650,1145596,0.2987341772151899
6,2021-12-10,33300,33300,33300,33300,115621,0.29824561403508776
7,2021-12-13,40000,42800,28600,36000,3785734,0.08108108108108114
8,2021-12-14,33900,39800,33150,37000,1233256,0.02777777777777768
9,2021-12-15,36300,37700,32000,32000,585731,-0.1351351351351351
10,2021-12-16,30800,34500,29150,31600,776321,-0.012499999999999956
11,2021-12-17,30650,31800,28700,29000,372715,-0.08227848101265822
12,2021-12-20,28300,29950,26400,26850,292845,-0.07413793103448274
13,2021-12-21,26850,27600,25150,25400,343507,-0.054003724394785846
14,2021-12-22,27300,31350,25750,28350,1001038,0.11614173228346458
15,2021-12-23,27900,27950,24400,25200,311785,-0.11111111111111116
16,2021-12-24,24700,25000,23100,23700,127565,-0.059523809523809534
17,2021-12-27,23100,25600,23000,24800,244730,0.04641350210970474
18,2021-12-28,24400,24700,22750,22750,132740,-0.08266129032258063
19,2021-12-29,24350,26400,22850,22850,452655,0.00439560439560438
20,2021-12-30,23400,24100,22700,22800,122570,-0.002188183807439792
21,2022-01-03,23150,24050,22850,22950,85269,0.006578947368421018
22,2022-01-04,22800,22950,21850,22200,68067,-0.0326797385620915
23,2022-01-05,21900,21900,20000,20400,116631,-0.08108108108108103
24,2022-01-06,19800,20300,18950,19600,80536,-0.039215686274509776
25,2022-01-07,20500,25450,20100,25450,1041920,0.2984693877551021
26,2022-01-10,24000,24000,21650,21650,184383,-0.14931237721021606
27,2022-01-11,21250,22450,21250,22250,88344,0.02771362586605086
28,2022-01-12,21800,22950,21800,22550,65749,0.01348314606741563
29,2022-01-13,21700,21700,20950,20950,58145,-0.07095343680709532
30,2022-01-14,20800,21600,20750,21000,40445,0.0023866348448686736
31,2022-01-17,21200,22300,21200,22100,79807,0.05238095238095242
32,2022-01-18,23950,27700,22300,23100,1202024,0.045248868778280604
33,2022-01-19,22400,24550,21450,21700,246429,-0.06060606060606055
34,2022-01-20,21700,24500,21000,22800,503372,0.05069124423963123
35,2022-01-21,22300,24150,22200,22750,232011,-0.002192982456140302
36,2022-01-24,22300,23600,21500,21750,98964,-0.04395604395604391
37,2022-01-25,22050,22450,19550,19900,104818,-0.0850574712643678
38,2022-01-26,20300,20450,19500,19750,56618,-0.007537688442211032
39,2022-01-27,19850,19850,17850,17850,90087,-0.09620253164556958
40,2022-01-28,18550,20400,18200,18300,171629,0.025210084033613356
41,2022-02-03,19000,19300,18450,18650,44058,0.0191256830601092
42,2022-02-04,18650,21600,18650,19500,261042,0.04557640750670244
43,2022-02-07,19750,20100,19350,19600,31351,0.00512820512820511
44,2022-02-08,19850,19850,19100,19250,29549,-0.017857142857142905
45,2022-02-09,19500,21400,19450,21250,114675,0.10389610389610393
46,2022-02-10,21800,22350,20050,20150,103078,-0.051764705882352935
47,2022-02-11,19900,22700,19550,20850,319815,0.03473945409429291
48,2022-02-14,20400,21500,19900,20100,91561,-0.03597122302158273
49,2022-02-15,20100,21200,19550,19800,67453,-0.014925373134328401
50,2022-02-16,19950,20150,19400,19750,67585,-0.002525252525252486
51,2022-02-17,19950,20600,18150,19400,57885,-0.017721518987341756
52,2022-02-18,19100,19600,19000,19250,27494,-0.0077319587628865705
53,2022-02-21,18950,18950,18300,18450,27623,-0.04155844155844157
54,2022-02-22,17800,18200,17800,17950,15014,-0.027100271002710064
55,2022-02-23,18300,18650,18050,18650,18937,0.03899721448467974
56,2022-02-24,18350,18350,17500,17700,14732,-0.05093833780160861
57,2022-02-25,17950,17950,17650,17800,13766,0.005649717514124353
58,2022-02-28,17650,18450,17650,18450,9844,0.03651685393258419
59,2022-03-02,18400,19150,18050,18750,29762,0.016260162601626105
60,2022-03-03,18950,19700,18750,19050,32970,0.016000000000000014
61,2022-03-04,19200,19200,18500,18700,18741,-0.018372703412073532
62,2022-03-07,18500,18600,17700,17700,20572,-0.053475935828877
63,2022-03-08,17350,17800,17050,17100,30826,-0.03389830508474578
64,2022-03-10,17350,17650,17150,17250,11883,0.00877192982456143
65,2022-03-11,17250,17350,16700,16750,23845,-0.02898550724637683
66,2022-03-14,16800,16800,16200,16400,10999,-0.020895522388059695
67,2022-03-15,16400,21050,16200,18200,761516,0.10975609756097571
68,2022-03-16,17600,17600,17000,17150,66473,-0.05769230769230771
69,2022-03-17,17600,17650,17300,17600,31869,0.026239067055393583
70,2022-03-18,17700,18500,17600,18400,23669,0.045454545454545414
71,2022-03-21,18750,18950,18050,18100,37706,-0.016304347826086918
72,2022-03-22,18000,18500,18000,18050,16298,-0.002762430939226568
73,2022-03-23,18100,18200,18000,18050,21343,0.0
74,2022-03-24,17850,18650,17850,17950,20928,-0.005540166204986097
75,2022-03-25,18000,18200,17750,17750,18852,-0.011142061281337101
76,2022-03-28,17850,18500,17600,18000,30621,0.014084507042253502
77,2022-03-29,18000,19300,18000,18700,62335,0.03888888888888897
78,2022-03-30,18700,19150,18350,18500,28481,-0.010695187165775444
79,2022-03-31,18250,18500,18000,18200,21160,-0.01621621621621616
80,2022-04-01,18050,18650,17850,18400,13964,0.01098901098901095
81,2022-04-04,18400,18800,18200,18450,15183,0.0027173913043478937
82,2022-04-05,18700,18700,18200,18400,11063,-0.0027100271002710175
83,2022-04-06,18200,18400,18000,18100,13286,-0.016304347826086918
84,2022-04-07,18100,21200,17950,19050,324368,0.05248618784530379
85,2022-04-08,19350,20150,18800,19550,69390,0.026246719160105014
86,2022-04-11,19800,20150,19100,19100,39466,-0.023017902813299185
87,2022-04-12,19100,19300,18600,18750,21825,-0.01832460732984298
88,2022-04-13,19000,19400,18750,18850,18465,0.005333333333333412
89,2022-04-14,19000,19300,18650,18650,11649,-0.010610079575596787
90,2022-04-15,18800,20050,18350,19300,52851,0.034852546916890104
91,2022-04-18,19250,19850,19100,19200,25293,-0.005181347150259086
92,2022-04-19,19550,19650,19150,19350,23052,0.0078125
93,2022-04-20,19600,20150,19200,19950,46816,0.03100775193798455
94,2022-04-21,20600,21000,19850,19850,55505,-0.005012531328320802
95,2022-04-22,20050,20050,19600,19800,20109,-0.0025188916876573986
96,2022-04-25,19500,19550,18600,18700,33962,-0.05555555555555558
97,2022-04-26,19000,19200,18700,19100,15232,0.021390374331550888
98,2022-04-27,18700,19000,18500,18850,15511,-0.01308900523560208
99,2022-04-28,18950,19000,18650,18850,7471,0.0
100,2022-04-29,18900,19150,18750,19050,8586,0.010610079575596787
101,2022-05-02,18900,19000,18600,18800,4058,-0.013123359580052507
102,2022-05-03,18750,19000,18650,18800,7449,0.0
103,2022-05-04,18900,19000,18200,18400,17688,-0.021276595744680882
104,2022-05-06,18300,18350,18100,18100,8774,-0.016304347826086918
105,2022-05-09,18050,18050,17150,17350,16974,-0.04143646408839774
106,2022-05-10,17150,17450,16600,17450,12164,0.0057636887608070175
107,2022-05-11,17550,17550,17250,17300,3200,-0.008595988538681931
108,2022-05-12,17000,17450,16600,16700,10057,-0.034682080924855474
109,2022-05-13,16850,17000,16450,17000,8049,0.017964071856287456
110,2022-05-16,17000,17150,16850,17000,4579,0.0
