,Date,Open,High,Low,Close,Volume,Change
0,1998-03-21,8920,9040,8900,9000,382700,
1,1998-03-23,8810,8900,8600,8600,291700,-0.0444444444444444
2,1998-03-24,8700,9080,8700,8900,335100,0.03488372093023262
3,1998-03-25,9100,9500,9100,9200,546900,0.03370786516853941
4,1998-03-26,9200,9200,8950,9000,317800,-0.021739130434782594
5,1998-03-27,9100,9100,8920,9100,204100,0.011111111111111072
6,1998-03-28,9100,9400,9100,9120,328700,0.00219780219780219
7,1998-03-30,9150,9150,8120,8120,186900,-0.10964912280701755
8,1998-03-31,8150,8800,8150,8500,134800,0.046798029556650356
9,1998-04-01,8500,8500,8010,8200,112600,-0.03529411764705881
10,1998-04-02,8200,8300,7800,8100,193100,-0.012195121951219523
11,1998-04-03,8100,8100,7130,7300,104500,-0.09876543209876543
12,1998-04-04,7200,7800,7200,7400,52500,0.013698630136986356
13,1998-04-06,7400,7700,7100,7500,84000,0.013513513513513598
14,1998-04-07,7500,8150,7500,8100,100100,0.08000000000000007
15,1998-04-08,8300,8300,7800,8100,96800,0.0
16,1998-04-09,8100,8240,7850,7850,106300,-0.030864197530864224
17,1998-04-10,7900,8300,7900,8250,147500,0.05095541401273884
18,1998-04-11,8000,8500,8000,8260,86000,0.00121212121212122
19,1998-04-13,8110,8400,8110,8390,101600,0.0157384987893463
20,1998-04-14,8400,8400,8200,8270,45500,-0.014302741358760418
21,1998-04-15,7800,8300,7800,7900,95400,-0.044740024183796856
22,1998-04-16,8000,8010,7850,8000,105700,0.012658227848101333
23,1998-04-17,7900,7900,7600,7650,69500,-0.043749999999999956
24,1998-04-18,7600,7900,7600,7600,47400,-0.006535947712418277
25,1998-04-20,7600,7800,7500,7800,48400,0.026315789473684292
26,1998-04-21,7610,7890,7610,7890,34400,0.011538461538461497
27,1998-04-22,7890,7890,7600,7600,74000,-0.03675538656527255
28,1998-04-23,7600,7700,7210,7400,167400,-0.02631578947368418
29,1998-04-24,7400,7400,7200,7400,135700,0.0
30,1998-04-25,7400,7700,6610,7300,97300,-0.013513513513513487
31,1998-04-27,7300,7300,6900,6900,97300,-0.0547945205479452
32,1998-04-28,6900,7700,6900,7700,86200,0.11594202898550732
33,1998-04-29,7600,7650,6800,7600,34300,-0.012987012987012991
34,1998-04-30,7600,7770,7500,7680,161100,0.010526315789473717
35,1998-05-02,7680,7860,7020,7120,151700,-0.07291666666666663
36,1998-05-04,7120,7500,7010,7010,100300,-0.015449438202247201
37,1998-05-06,7100,7400,7100,7150,26400,0.0199714693295292
38,1998-05-07,7160,7400,6900,7400,501500,0.034965034965035
39,1998-05-08,7500,7500,6910,6910,112600,-0.0662162162162162
40,1998-05-09,6600,7300,6600,7200,74500,0.04196816208393628
41,1998-05-11,7400,7400,7000,7200,71600,0.0
42,1998-05-12,6510,6900,6500,6900,132000,-0.04166666666666663
43,1998-05-13,6500,6550,6080,6290,319600,-0.08840579710144925
44,1998-05-14,6290,6700,5800,6100,295600,-0.030206677265500748
45,1998-05-15,6100,6350,6050,6050,76700,-0.008196721311475419
46,1998-05-16,5340,6100,5340,5850,47400,-0.03305785123966942
47,1998-05-18,5850,6550,5850,6100,93400,0.042735042735042805
48,1998-05-19,6680,6680,6150,6440,54200,0.05573770491803276
49,1998-05-20,6450,6800,6440,6800,238600,0.05590062111801242
50,1998-05-21,6800,6800,6300,6700,119700,-0.014705882352941124
51,1998-05-22,6700,6700,6310,6320,84500,-0.05671641791044779
52,1998-05-23,6320,6500,6320,6350,51900,0.004746835443038
53,1998-05-25,6600,6600,5660,5660,114500,-0.10866141732283463
54,1998-05-26,6330,6330,5500,5500,129900,-0.028268551236749095
55,1998-05-27,5500,5600,5000,5500,229000,0.0
56,1998-05-28,5500,5800,5500,5800,229000,0.05454545454545445
57,1998-05-29,5800,6000,5800,5810,64300,0.0017241379310344307
58,1998-05-30,5850,5900,5560,5900,79100,0.015490533562822817
59,1998-06-01,5900,6100,5680,6000,83500,0.016949152542372836
60,1998-06-02,6000,6000,5550,5900,110700,-0.01666666666666672
61,1998-06-03,5890,6000,5650,5990,209000,0.015254237288135686
62,1998-06-05,6150,6150,6010,6080,59400,0.015025041736226985
63,1998-06-08,6400,6400,6200,6210,77300,0.021381578947368363
64,1998-06-09,6210,6300,6140,6300,130400,0.01449275362318847
65,1998-06-10,6300,6400,6300,6300,114000,0.0
66,1998-06-11,6300,6300,6010,6010,34700,-0.04603174603174598
67,1998-06-12,5300,5600,5290,5290,138300,-0.11980033277870217
68,1998-06-13,5000,5250,5000,5110,53900,-0.03402646502835538
69,1998-06-15,5100,5100,4700,4700,72100,-0.08023483365949124
70,1998-06-16,4320,5000,4320,4630,44900,-0.014893617021276562
71,1998-06-17,4600,5180,4600,5180,23800,0.1187904967602591
72,1998-06-18,5500,5750,5300,5500,87100,0.061776061776061875
73,1998-06-19,5500,5500,5000,5500,103900,0.0
74,1998-06-20,5200,5700,5200,5700,40400,0.036363636363636376
75,1998-06-22,5400,5700,5400,5600,50900,-0.01754385964912286
76,1998-06-23,5500,5880,5400,5650,30000,0.008928571428571397
77,1998-06-24,5400,5650,5400,5500,85000,-0.026548672566371723
78,1998-06-25,5400,6000,5400,6000,48200,0.09090909090909083
79,1998-06-26,5500,5890,5500,5850,44200,-0.025000000000000022
80,1998-06-27,5840,6000,5840,5900,73000,0.008547008547008517
81,1998-06-29,5210,5900,5210,5320,36100,-0.09830508474576272
82,1998-06-30,5400,5690,5200,5690,25400,0.06954887218045114
83,1998-07-01,5600,6000,5600,6000,65700,0.054481546572934914
84,1998-07-02,5800,6000,5800,5800,32900,-0.033333333333333326
85,1998-07-03,5800,5850,5700,5850,41400,0.008620689655172376
86,1998-07-04,5860,5870,5850,5860,57500,0.0017094017094017033
87,1998-07-06,5860,5960,5200,5900,101800,0.006825938566553003
88,1998-07-07,5900,6300,5900,6100,109400,0.03389830508474567
89,1998-07-08,6100,6100,6100,6100,46000,0.0
90,1998-07-09,6300,6400,5500,6100,123600,0.0
91,1998-07-10,6400,6600,6200,6340,156600,0.03934426229508192
92,1998-07-11,6050,6290,6050,6160,18400,-0.028391167192429068
93,1998-07-13,6170,6300,6160,6160,83900,0.0
94,1998-07-14,6160,6590,6160,6590,53700,0.06980519480519476
95,1998-07-15,6590,6590,6200,6310,46900,-0.04248861911987856
96,1998-07-16,6310,6500,6310,6460,40900,0.023771790808240878
97,1998-07-18,6700,6700,6460,6460,30200,0.0
98,1998-07-20,6800,6800,6600,6800,59700,0.05263157894736836
99,1998-07-21,6250,7200,6250,7000,135600,0.02941176470588225
100,1998-07-22,7000,7000,6510,6550,85700,-0.06428571428571428
101,1998-07-23,6700,6700,6100,6700,136800,0.022900763358778553
102,1998-07-24,6700,6800,6500,6500,50700,-0.02985074626865669
103,1998-07-25,6500,6500,6500,6500,46400,0.0
104,1998-07-27,6600,6600,6500,6500,23100,0.0
105,1998-07-28,6500,6500,6350,6350,33300,-0.023076923076923106
106,1998-07-29,6500,6600,6400,6600,44700,0.03937007874015741
107,1998-07-30,6600,6900,6310,6550,63900,-0.007575757575757569
108,1998-07-31,6550,7300,6420,7300,91700,0.11450381679389321
109,1998-08-01,7000,7000,6520,6520,9800,-0.10684931506849316
110,1998-08-03,6530,6600,6520,6520,88200,0.0
111,1998-08-04,6520,6700,6300,6700,149200,0.027607361963190247
112,1998-08-05,6700,6700,6400,6700,102600,0.0
113,1998-08-06,6700,6700,6100,6500,52200,-0.02985074626865669
114,1998-08-07,6500,6500,6400,6500,35600,0.0
115,1998-08-08,6010,6150,6010,6150,11500,-0.05384615384615388
116,1998-08-10,5950,6150,5900,5900,22500,-0.04065040650406504
117,1998-08-11,5900,6600,5900,6350,27100,0.07627118644067798
118,1998-08-12,5700,6400,5700,6290,55100,-0.009448818897637823
119,1998-08-13,6290,6290,6200,6200,10400,-0.014308426073131986
120,1998-08-14,6200,6200,6000,6060,28500,-0.022580645161290325
121,1998-08-17,6300,6400,6170,6350,36300,0.04785478547854782
122,1998-08-18,6220,6400,5600,6160,58000,-0.0299212598425197
123,1998-08-19,6500,6700,6300,6700,271500,0.08766233766233755
124,1998-08-20,6600,7500,6410,7300,392000,0.08955223880597019
125,1998-08-21,6800,7300,6800,7000,73800,-0.04109589041095896
126,1998-08-22,6700,6700,6500,6600,19700,-0.05714285714285716
127,1998-08-24,6400,6700,6300,6690,86200,0.013636363636363669
128,1998-08-25,6410,7000,6410,6880,102600,0.0284005979073243
129,1998-08-26,7000,7050,6800,6970,131200,0.013081395348837122
130,1998-08-27,7000,7000,6510,6520,48400,-0.06456241032998566
131,1998-08-28,6500,7000,6400,6980,50000,0.07055214723926384
132,1998-08-29,6530,6750,6380,6380,11100,-0.08595988538681953
133,1998-08-31,6700,6700,6400,6700,32900,0.050156739811912265
134,1998-09-01,6600,7300,6500,7100,379100,0.05970149253731338
135,1998-09-02,7100,7500,6750,7490,335900,0.05492957746478866
136,1998-09-03,8300,8300,7800,8250,670000,0.10146862483311092
137,1998-09-04,8350,8350,7600,8100,318300,-0.018181818181818188
138,1998-09-05,7550,7900,7550,7800,58900,-0.03703703703703709
139,1998-09-07,7960,8200,7790,7790,92500,-0.0012820512820512775
140,1998-09-08,7980,8100,7510,7980,90100,0.024390243902439046
141,1998-09-09,8000,8900,7950,8050,270000,0.00877192982456143
142,1998-09-10,8050,8350,7800,8000,125600,-0.006211180124223614
143,1998-09-11,7800,7800,7600,7780,86900,-0.02749999999999997
144,1998-09-12,7780,7780,7700,7780,3000,0.0
145,1998-09-14,7300,8000,7300,8000,144700,0.028277634961439535
146,1998-09-15,8000,8550,8000,8300,435600,0.03750000000000009
147,1998-09-16,8500,8700,8100,8500,544800,0.024096385542168752
148,1998-09-17,8300,8500,8020,8200,165000,-0.03529411764705881
149,1998-09-18,8100,8100,7850,7900,141400,-0.03658536585365857
150,1998-09-19,7610,7900,7610,7890,72800,-0.0012658227848101333
151,1998-09-21,7700,8000,7700,8000,129500,0.013941698352344822
152,1998-09-22,7800,8000,7710,7800,100800,-0.025000000000000022
153,1998-09-23,8000,8000,7600,7800,86400,0.0
154,1998-09-24,8000,8300,7900,8120,221300,0.0410256410256411
155,1998-09-25,8150,8550,8150,8300,142500,0.022167487684729092
156,1998-09-26,8330,8600,8300,8550,70900,0.030120481927710774
157,1998-09-28,8700,9100,8550,8600,421500,0.005847953216374213
158,1998-09-29,8500,9400,8450,9000,947200,0.04651162790697683
159,1998-09-30,9000,9400,9000,9300,500100,0.03333333333333344
160,1998-10-01,9400,9600,9210,9500,360200,0.021505376344086002
161,1998-10-02,9410,10200,9400,10000,884100,0.05263157894736836
162,1998-10-07,10000,10000,9410,9850,231600,-0.015000000000000013
163,1998-10-08,9520,10800,9520,10800,295700,0.09644670050761417
164,1998-10-09,10700,11400,10600,11150,244700,0.03240740740740744
165,1998-10-10,11150,11600,10800,11500,367300,0.03139013452914807
166,1998-10-12,11300,11600,11100,11150,277100,-0.0304347826086957
167,1998-10-13,10900,11150,10400,10400,290900,-0.06726457399103136
168,1998-10-14,10900,10900,10000,10100,348100,-0.028846153846153855
169,1998-10-15,9900,11300,9600,11300,689800,0.11881188118811892
170,1998-10-16,10100,11300,10100,10700,323100,-0.053097345132743334
171,1998-10-17,10150,11200,10150,10700,170100,0.0
172,1998-10-19,11000,11000,10300,10450,69400,-0.02336448598130836
173,1998-10-20,10100,10700,10100,10600,101100,0.014354066985645897
174,1998-10-21,10700,10700,10150,10200,95500,-0.037735849056603765
175,1998-10-22,10600,11200,10300,10900,676300,0.06862745098039214
176,1998-10-23,10700,10800,10200,10200,536300,-0.06422018348623848
177,1998-10-24,10300,10700,10200,10600,303500,0.03921568627450989
178,1998-10-26,10300,10500,9400,9400,989700,-0.1132075471698113
179,1998-10-27,9400,9800,8800,9000,398700,-0.04255319148936165
180,1998-10-28,9000,9150,8520,8900,374000,-0.011111111111111072
181,1998-10-29,9000,9170,8800,8800,205600,-0.011235955056179803
182,1998-10-30,8800,9500,8800,9400,492300,0.06818181818181812
183,1998-10-31,9490,9500,9000,9200,199400,-0.021276595744680882
184,1998-11-02,9100,9340,9010,9250,210500,0.005434782608695565
185,1998-11-03,9500,9500,8800,9090,318000,-0.017297297297297343
186,1998-11-04,9280,9650,9090,9100,590100,0.0011001100110010764
187,1998-11-05,9280,9400,9200,9300,268700,0.0219780219780219
188,1998-11-06,9500,9600,9200,9300,346400,0.0
189,1998-11-07,9100,9150,9040,9110,34700,-0.02043010752688168
190,1998-11-09,9110,9350,9100,9200,177200,0.009879253567508295
191,1998-11-10,9300,9600,9100,9200,557700,0.0
192,1998-11-11,9100,9300,9100,9200,350800,0.0
193,1998-11-12,9220,9680,9220,9400,340900,0.021739130434782705
194,1998-11-13,9400,9500,9250,9300,147100,-0.010638297872340385
195,1998-11-14,9300,9600,9210,9600,207700,0.032258064516129004
196,1998-11-16,9700,9700,9410,9500,337200,-0.01041666666666663
197,1998-11-17,9600,9670,9500,9550,220600,0.0052631578947368585
198,1998-11-18,9700,10100,9600,9850,365800,0.03141361256544495
199,1998-11-19,10100,10500,9400,10200,664900,0.035532994923857864
200,1998-11-20,10000,10300,9730,9800,306500,-0.039215686274509776
201,1998-11-21,10000,10300,9800,10200,564600,0.04081632653061229
202,1998-11-23,10600,11200,10550,11000,1223300,0.07843137254901955
203,1998-11-24,11000,11000,10650,10800,433200,-0.018181818181818188
204,1998-11-25,10950,11500,10950,11400,704200,0.05555555555555558
205,1998-11-26,11600,12200,11050,11300,540000,-0.00877192982456143
206,1998-11-27,11300,11700,10750,11250,310300,-0.004424778761061954
207,1998-11-28,11400,11400,11000,11100,177700,-0.013333333333333308
208,1998-11-30,11100,11100,10650,10700,380400,-0.036036036036036
209,1998-12-01,10900,11050,9980,10850,517800,0.014018691588784993
210,1998-12-02,10850,11200,10750,11200,559400,0.032258064516129004
211,1998-12-03,11200,11700,10900,11400,691100,0.017857142857142794
212,1998-12-04,11100,11500,10800,10950,343300,-0.03947368421052633
213,1998-12-05,10900,11500,10750,11000,473000,0.004566210045662045
214,1998-12-07,11000,12000,11000,12000,737300,0.09090909090909083
215,1998-12-08,12000,12500,11400,12200,968700,0.016666666666666607
216,1998-12-09,12400,12800,11650,12300,779900,0.008196721311475308
217,1998-12-10,12500,12700,12000,12400,641100,0.008130081300812941
218,1998-12-11,12050,12400,11700,11800,633200,-0.048387096774193505
219,1998-12-14,11800,12200,11600,11700,692000,-0.008474576271186418
220,1998-12-15,12000,13000,11500,12900,1032700,0.10256410256410264
221,1998-12-16,13400,13600,11600,12000,726700,-0.06976744186046513
222,1998-12-17,11500,12000,11300,11350,334700,-0.054166666666666696
223,1998-12-18,12000,12200,11400,11500,693100,0.013215859030837107
224,1998-12-21,11850,12300,11800,12300,563900,0.06956521739130439
225,1998-12-22,12300,12300,11600,11750,532600,-0.04471544715447151
226,1998-12-23,11700,12800,11700,12400,535700,0.05531914893617018
227,1998-12-24,12400,13200,12400,13100,890800,0.056451612903225756
228,1998-12-28,14000,15000,14000,15000,1054600,0.1450381679389312
229,1999-01-04,14900,15000,14000,14300,865300,-0.046666666666666634
230,1999-01-05,14500,15300,14150,15000,1479700,0.04895104895104896
231,1999-01-06,15100,16700,14900,16600,1958200,0.10666666666666669
232,1999-01-07,17000,17500,16300,16300,2068000,-0.01807228915662651
233,1999-01-08,16300,17150,16300,16800,624400,0.030674846625766916
234,1999-01-11,16900,18200,16800,17050,1209400,0.014880952380952328
235,1999-01-12,17500,17800,16800,17250,700200,0.011730205278592365
236,1999-01-13,17200,17200,16700,17000,577300,-0.01449275362318836
237,1999-01-14,15100,16700,15100,16500,374800,-0.02941176470588236
238,1999-01-15,15550,16900,15550,16500,575900,0.0
239,1999-01-18,16700,17300,16700,16850,332200,0.021212121212121238
240,1999-01-19,17000,17000,16100,16400,225800,-0.02670623145400597
241,1999-01-20,16000,16200,15800,16000,170200,-0.024390243902439046
242,1999-01-21,15100,15250,14600,14900,292800,-0.06874999999999998
243,1999-01-22,15100,15100,13850,13850,212100,-0.07046979865771807
244,1999-01-25,14000,14000,13400,13500,118000,-0.02527075812274371
245,1999-01-26,15500,15500,14000,14450,530100,0.07037037037037042
246,1999-01-27,15000,15000,14150,14700,207700,0.01730103806228378
247,1999-01-28,14900,14900,14500,14700,354100,0.0
248,1999-01-29,14600,15200,14350,15200,206100,0.03401360544217691
249,1999-02-01,15000,15400,15000,15000,356000,-0.013157894736842146
250,1999-02-02,15200,15250,14600,14700,187800,-0.020000000000000018
251,1999-02-03,14500,14500,13900,14150,119100,-0.0374149659863946
